##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
DNA binding	Gene Ontology	GO:0003677	51	398	0.000123270762812	0.0328093554512	ENSG00000137270|ENSG00000106006|ENSG00000085999|ENSG00000173404|ENSG00000117650|ENSG00000196109|ENSG00000051180|ENSG00000177551|ENSG00000164778|ENSG00000154920|ENSG00000170689|ENSG00000198914|ENSG00000125816|ENSG00000131721|ENSG00000148704|ENSG00000168875|ENSG00000175832|ENSG00000159184|ENSG00000183434|ENSG00000140525|ENSG00000223614|ENSG00000163352|ENSG00000107187|ENSG00000101057|ENSG00000106031|ENSG00000175329|ENSG00000165066|ENSG00000112559|ENSG00000276966|ENSG00000137203|ENSG00000143194|ENSG00000274267|ENSG00000090889|ENSG00000115163|ENSG00000167513|ENSG00000125820|ENSG00000197299|ENSG00000128652|ENSG00000177468|ENSG00000196584|ENSG00000069812|ENSG00000153779|ENSG00000128714|ENSG00000182759|ENSG00000111247|ENSG00000140451|ENSG00000160224|ENSG00000069011|ENSG00000104177|ENSG00000115507|ENSG00000051341	http://amigo.geneontology.org/amigo/term/GO:0003677
endopeptidase inhibitor activity	Gene Ontology	GO:0004866	10	28	0.000134800301483	0.0328093554512	ENSG00000122711|ENSG00000101446|ENSG00000089685|ENSG00000156535|ENSG00000170369|ENSG00000008196|ENSG00000138795|ENSG00000171199|ENSG00000166396|ENSG00000114204	http://amigo.geneontology.org/amigo/term/GO:0004866
embryo development	Gene Ontology	GO:0009790	24	136	0.000143838580331	0.0328093554512	ENSG00000248329|ENSG00000107984|ENSG00000117650|ENSG00000115297|ENSG00000052850|ENSG00000197757|ENSG00000164778|ENSG00000175879|ENSG00000134323|ENSG00000128709|ENSG00000168779|ENSG00000181092|ENSG00000106038|ENSG00000139445|ENSG00000156150|ENSG00000110195|ENSG00000177508|ENSG00000115844|ENSG00000196584|ENSG00000173253|ENSG00000128710|ENSG00000165891|ENSG00000123388|ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0009790
signaling receptor activator activity	Gene Ontology	GO:0030546	16	70	0.000148458621951	0.0328093554512	ENSG00000107831|ENSG00000163217|ENSG00000184502|ENSG00000115263|ENSG00000172458|ENSG00000105697|ENSG00000133636|ENSG00000143125|ENSG00000096395|ENSG00000120210|ENSG00000114646|ENSG00000089199|ENSG00000178752|ENSG00000075388|ENSG00000095752|ENSG00000266524	http://amigo.geneontology.org/amigo/term/GO:0030546
microtubule cytoskeleton organization involved in mitosis	Gene Ontology	GO:1902850	8	18	0.000193607776128	0.0399348306227	ENSG00000166851|ENSG00000117650|ENSG00000138160|ENSG00000152253|ENSG00000137807|ENSG00000198901|ENSG00000101197|ENSG00000080986	http://amigo.geneontology.org/amigo/term/GO:1902850
chromosome	Gene Ontology	GO:0005694	24	140	0.000211253248966	0.0404593580735	ENSG00000123569|ENSG00000187166|ENSG00000169679|ENSG00000186871|ENSG00000204410|ENSG00000134323|ENSG00000158560|ENSG00000089685|ENSG00000117724|ENSG00000101057|ENSG00000185480|ENSG00000196747|ENSG00000073111|ENSG00000178999|ENSG00000115163|ENSG00000156970|ENSG00000051341|ENSG00000164256|ENSG00000140451|ENSG00000138778|ENSG00000087586|ENSG00000184357|ENSG00000276043|ENSG00000278677	http://amigo.geneontology.org/amigo/term/GO:0005694
multicellular organismal process	Gene Ontology	GO:0032501	112	1101	0.000222304165239	0.0404593580735	ENSG00000164932|ENSG00000160678|ENSG00000167210|ENSG00000131914|ENSG00000154438|ENSG00000196091|ENSG00000106483|ENSG00000174498|ENSG00000100122|ENSG00000095752|ENSG00000176076|ENSG00000253293|ENSG00000086159|ENSG00000105173|ENSG00000096088|ENSG00000163092|ENSG00000145708|ENSG00000118785|ENSG00000175879|ENSG00000181449|ENSG00000167755|ENSG00000137392|ENSG00000171487|ENSG00000104177|ENSG00000179284|ENSG00000101842|ENSG00000123388|ENSG00000131730|ENSG00000105997|ENSG00000159409|ENSG00000090402|ENSG00000177551|ENSG00000205649|ENSG00000148408|ENSG00000135454|ENSG00000110680|ENSG00000204624|ENSG00000275896|ENSG00000166426|ENSG00000154342|ENSG00000168757|ENSG00000142319|ENSG00000197106|ENSG00000174343|ENSG00000174697|ENSG00000075461|ENSG00000137203|ENSG00000135638|ENSG00000103888|ENSG00000154118|ENSG00000149948|ENSG00000186471|ENSG00000187689|ENSG00000123080|ENSG00000111432|ENSG00000197993|ENSG00000152377|ENSG00000164778|ENSG00000181092|ENSG00000185002|ENSG00000261949|ENSG00000183625|ENSG00000204688|ENSG00000134323|ENSG00000145040|ENSG00000146013|ENSG00000168779|ENSG00000027644|ENSG00000108813|ENSG00000138587|ENSG00000155980|ENSG00000106031|ENSG00000107831|ENSG00000053108|ENSG00000154975|ENSG00000119614|ENSG00000113763|ENSG00000058335|ENSG00000102384|ENSG00000102385|ENSG00000143125|ENSG00000162624|ENSG00000139915|ENSG00000170369|ENSG00000198759|ENSG00000011426|ENSG00000006788|ENSG00000138435|ENSG00000052850|ENSG00000236424|ENSG00000175535|ENSG00000217236|ENSG00000163530|ENSG00000155816|ENSG00000125816|ENSG00000156687|ENSG00000183251|ENSG00000145386|ENSG00000152954|ENSG00000140945|ENSG00000274588|ENSG00000175329|ENSG00000188613|ENSG00000138136|ENSG00000172238|ENSG00000140807|ENSG00000004848|ENSG00000237649|ENSG00000198074|ENSG00000159217|ENSG00000165891|ENSG00000118193	http://amigo.geneontology.org/amigo/term/GO:0032501
negative regulation of mitotic cell cycle phase transition	Gene Ontology	GO:1901991	8	19	0.000259232862254	0.0427504367436	ENSG00000112742|ENSG00000149948|ENSG00000078900|ENSG00000156970|ENSG00000140525|ENSG00000087586|ENSG00000140534|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:1901991
appendage morphogenesis	Gene Ontology	GO:0035107	10	31	0.000266447659753	0.0427504367436	ENSG00000163064|ENSG00000107984|ENSG00000128710|ENSG00000156150|ENSG00000137203|ENSG00000107831|ENSG00000121075|ENSG00000176887|ENSG00000147257|ENSG00000078399	http://amigo.geneontology.org/amigo/term/GO:0035107
chromosome segregation	Gene Ontology	GO:0007059	15	67	0.000286773380386	0.0427504367436	ENSG00000166851|ENSG00000080986|ENSG00000117399|ENSG00000186185|ENSG00000120334|ENSG00000142945|ENSG00000161800|ENSG00000163535|ENSG00000137807|ENSG00000089685|ENSG00000137804|ENSG00000165480|ENSG00000203760|ENSG00000123485|ENSG00000129810	http://amigo.geneontology.org/amigo/term/GO:0007059
regulation of nervous system development	Gene Ontology	GO:0051960	21	117	0.000297979215566	0.0427504367436	ENSG00000066279|ENSG00000277586|ENSG00000135638|ENSG00000016082|ENSG00000137825|ENSG00000162992|ENSG00000090932|ENSG00000138136|ENSG00000154342|ENSG00000082684|ENSG00000053108|ENSG00000172238|ENSG00000100625|ENSG00000159556|ENSG00000133216|ENSG00000118432|ENSG00000128652|ENSG00000115297|ENSG00000204624|ENSG00000162670|ENSG00000154645	http://amigo.geneontology.org/amigo/term/GO:0051960
double-stranded DNA binding	Gene Ontology	GO:0003690	22	126	0.00030397854181	0.0427504367436	ENSG00000137270|ENSG00000186051|ENSG00000173404|ENSG00000204410|ENSG00000163623|ENSG00000116035|ENSG00000064218|ENSG00000109674|ENSG00000164920|ENSG00000137203|ENSG00000170577|ENSG00000221818|ENSG00000115844|ENSG00000229676|ENSG00000182111|ENSG00000223614|ENSG00000181449|ENSG00000093009|ENSG00000069011|ENSG00000165891|ENSG00000276043|ENSG00000183850	http://amigo.geneontology.org/amigo/term/GO:0003690
diencephalon development	Gene Ontology	GO:0021536	6	10	0.00037581360621	0.0505550998962	ENSG00000186051|ENSG00000016082|ENSG00000168505|ENSG00000138083|ENSG00000138795|ENSG00000129159	http://amigo.geneontology.org/amigo/term/GO:0021536
multicellular organism development	Gene Ontology	GO:0007275	85	802	0.000397250127366	0.051212162253	ENSG00000178235|ENSG00000115297|ENSG00000146013|ENSG00000164932|ENSG00000147869|ENSG00000168757|ENSG00000167749|ENSG00000079112|ENSG00000075702|ENSG00000078900|ENSG00000147571|ENSG00000104371|ENSG00000188763|ENSG00000006016|ENSG00000016082|ENSG00000165462|ENSG00000136943|ENSG00000131914|ENSG00000110680|ENSG00000114854|ENSG00000204624|ENSG00000006377|ENSG00000086991|ENSG00000183625|ENSG00000120669|ENSG00000204291|ENSG00000170819|ENSG00000138083|ENSG00000118245|ENSG00000100373|ENSG00000178999|ENSG00000106013|ENSG00000168779|ENSG00000108813|ENSG00000204335|ENSG00000077522|ENSG00000104899|ENSG00000154277|ENSG00000182968|ENSG00000169760|ENSG00000139915|ENSG00000167157|ENSG00000138778|ENSG00000213886|ENSG00000180806|ENSG00000186487|ENSG00000179593|ENSG00000164434|ENSG00000086159|ENSG00000170162|ENSG00000169862|ENSG00000107187|ENSG00000106462|ENSG00000183091|ENSG00000177238|ENSG00000187689|ENSG00000139219|ENSG00000128652|ENSG00000203783|ENSG00000119614|ENSG00000206557|ENSG00000179008|ENSG00000182010|ENSG00000107831|ENSG00000237412|ENSG00000128242|ENSG00000180772|ENSG00000122133|ENSG00000273706|ENSG00000137392|ENSG00000151012|ENSG00000102384|ENSG00000155816|ENSG00000137745|ENSG00000176884|ENSG00000187848|ENSG00000154645|ENSG00000087586|ENSG00000064218|ENSG00000165891|ENSG00000167612|ENSG00000178597|ENSG00000029559|ENSG00000188620|ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0007275
cell cycle G2/M phase transition	Gene Ontology	GO:0044839	9	27	0.000440939124764	0.0529579494486	ENSG00000166851|ENSG00000117650|ENSG00000158402|ENSG00000075218|ENSG00000087586|ENSG00000089685|ENSG00000170312|ENSG00000111206|ENSG00000117724	http://amigo.geneontology.org/amigo/term/GO:0044839
inner ear development	Gene Ontology	GO:0048839	8	21	0.000445024785283	0.0529579494486	ENSG00000060718|ENSG00000100625|ENSG00000121742|ENSG00000133216|ENSG00000115507|ENSG00000188816|ENSG00000242866|ENSG00000140279	http://amigo.geneontology.org/amigo/term/GO:0048839
drug transport	Gene Ontology	GO:0015893	10	34	0.000491697875016	0.0562531473054	ENSG00000082556|ENSG00000080644|ENSG00000169213|ENSG00000165553|ENSG00000165349|ENSG00000225697|ENSG00000173267|ENSG00000088836|ENSG00000069482|ENSG00000004846	http://amigo.geneontology.org/amigo/term/GO:0015893
inorganic cation transmembrane transport	Gene Ontology	GO:0098662	24	150	0.000514927574849	0.0562531473054	ENSG00000105675|ENSG00000215262|ENSG00000088836|ENSG00000070985|ENSG00000129991|ENSG00000154096|ENSG00000149488|ENSG00000134640|ENSG00000081248|ENSG00000149403|ENSG00000176076|ENSG00000075461|ENSG00000184261|ENSG00000069482|ENSG00000074803|ENSG00000099822|ENSG00000166736|ENSG00000089356|ENSG00000105697|ENSG00000176884|ENSG00000103888|ENSG00000055732|ENSG00000166828|ENSG00000164794	http://amigo.geneontology.org/amigo/term/GO:0098662
dorsal/ventral pattern formation	Gene Ontology	GO:0009953	7	16	0.000527259622449	0.0562531473054	ENSG00000167941|ENSG00000147869|ENSG00000164651|ENSG00000106038|ENSG00000182968|ENSG00000163623|ENSG00000116035	http://amigo.geneontology.org/amigo/term/GO:0009953
serine-type peptidase activity	Gene Ontology	GO:0008236	12	50	0.000668824600857	0.0646403849702	ENSG00000175426|ENSG00000237412|ENSG00000167755|ENSG00000168928|ENSG00000174562|ENSG00000007038|ENSG00000114270|ENSG00000206073|ENSG00000141314|ENSG00000262406|ENSG00000142789|ENSG00000204983	http://amigo.geneontology.org/amigo/term/GO:0008236
DNA-binding transcription repressor activity, RNA polymerase II-specific	Gene Ontology	GO:0001227	5	7	0.00067688808662	0.0646403849702	ENSG00000175329|ENSG00000197587|ENSG00000128610|ENSG00000116035|ENSG00000128709	http://amigo.geneontology.org/amigo/term/GO:0001227
brain development	Gene Ontology	GO:0007420	18	99	0.000683937760081	0.0646403849702	ENSG00000107984|ENSG00000016082|ENSG00000162992|ENSG00000075891|ENSG00000154342|ENSG00000197106|ENSG00000147571|ENSG00000186868|ENSG00000169855|ENSG00000095713|ENSG00000198914|ENSG00000149654|ENSG00000066032|ENSG00000181449|ENSG00000188816|ENSG00000107187|ENSG00000138798|ENSG00000140279	http://amigo.geneontology.org/amigo/term/GO:0007420
serine hydrolase activity	Gene Ontology	GO:0017171	11	43	0.000707106016688	0.0646403849702	ENSG00000122711|ENSG00000136943|ENSG00000185888|ENSG00000156535|ENSG00000099953|ENSG00000167749|ENSG00000007038|ENSG00000219073|ENSG00000184374|ENSG00000262406|ENSG00000166670	http://amigo.geneontology.org/amigo/term/GO:0017171
mitotic cell cycle phase transition	Gene Ontology	GO:0044772	15	74	0.000710333900771	0.0646403849702	ENSG00000117650|ENSG00000073111|ENSG00000147889|ENSG00000065328|ENSG00000149948|ENSG00000146670|ENSG00000158402|ENSG00000145386|ENSG00000175063|ENSG00000175793|ENSG00000112742|ENSG00000101412|ENSG00000117724|ENSG00000085840|ENSG00000078900	http://amigo.geneontology.org/amigo/term/GO:0044772
gliogenesis	Gene Ontology	GO:0042063	9	30	0.000829189405448	0.0733003434416	ENSG00000172020|ENSG00000138675|ENSG00000137203|ENSG00000106462|ENSG00000078900|ENSG00000125820|ENSG00000115844|ENSG00000187957|ENSG00000171450	http://amigo.geneontology.org/amigo/term/GO:0042063
response to hexose	Gene Ontology	GO:0009746	8	24	0.000912900291458	0.0769148067941	ENSG00000162992|ENSG00000142583|ENSG00000115263|ENSG00000106128|ENSG00000147571|ENSG00000075891|ENSG00000185002|ENSG00000143195	http://amigo.geneontology.org/amigo/term/GO:0009746
neurotransmitter receptor activity	Gene Ontology	GO:0030594	7	18	0.000919795685643	0.0769148067941	ENSG00000168539|ENSG00000179097|ENSG00000147571|ENSG00000113327|ENSG00000138435|ENSG00000149403|ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0030594
nuclear chromosome segregation	Gene Ontology	GO:0098813	11	45	0.000973911897166	0.0784900830255	ENSG00000090889|ENSG00000166851|ENSG00000071539|ENSG00000100162|ENSG00000146670|ENSG00000142945|ENSG00000163535|ENSG00000198901|ENSG00000094804|ENSG00000143194|ENSG00000129810	http://amigo.geneontology.org/amigo/term/GO:0098813
anchored component of membrane	Gene Ontology	GO:0031225	9	31	0.00100777465839	0.0784900830255	ENSG00000154096|ENSG00000136750|ENSG00000160886|ENSG00000150551|ENSG00000110195|ENSG00000259823|ENSG00000167434|ENSG00000204936|ENSG00000015413	http://amigo.geneontology.org/amigo/term/GO:0031225
cell differentiation	Gene Ontology	GO:0030154	63	575	0.00102283782248	0.0784900830255	ENSG00000144452|ENSG00000168505|ENSG00000170312|ENSG00000145242|ENSG00000117399|ENSG00000164509|ENSG00000173157|ENSG00000152377|ENSG00000175793|ENSG00000064195|ENSG00000055732|ENSG00000136943|ENSG00000273706|ENSG00000080644|ENSG00000008735|ENSG00000154096|ENSG00000120669|ENSG00000101447|ENSG00000204510|ENSG00000019186|ENSG00000147246|ENSG00000099953|ENSG00000225697|ENSG00000197993|ENSG00000172016|ENSG00000132972|ENSG00000159556|ENSG00000169783|ENSG00000102683|ENSG00000106483|ENSG00000186895|ENSG00000117724|ENSG00000188816|ENSG00000143195|ENSG00000204291|ENSG00000213886|ENSG00000234602|ENSG00000164920|ENSG00000112559|ENSG00000277586|ENSG00000172238|ENSG00000130675|ENSG00000170577|ENSG00000140807|ENSG00000177238|ENSG00000148795|ENSG00000162344|ENSG00000091129|ENSG00000203783|ENSG00000112183|ENSG00000241186|ENSG00000128710|ENSG00000180772|ENSG00000174672|ENSG00000151012|ENSG00000111262|ENSG00000180251|ENSG00000101412|ENSG00000104313|ENSG00000184160|ENSG00000118733|ENSG00000163554|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0030154
regulation of sister chromatid segregation	Gene Ontology	GO:0033045	5	8	0.00104010775826	0.0784900830255	ENSG00000175063|ENSG00000138778|ENSG00000169679|ENSG00000146670|ENSG00000156970	http://amigo.geneontology.org/amigo/term/GO:0033045
catecholamine transport	Gene Ontology	GO:0051937	6	13	0.00107185004686	0.0789596201185	ENSG00000082556|ENSG00000169213|ENSG00000163618|ENSG00000184160|ENSG00000100604|ENSG00000103546	http://amigo.geneontology.org/amigo/term/GO:0051937
